guess,session
14.26,16
7.79,16
50,16
26.6,16
33.33333,16
25.75,16
29.6296,16
1,16
13.65,16
9,16
11.54,16
7.2,16
9.39,16
34,16
33,16
82.7354,16
22.2222,16
49.88,16
35,16
33.35,16
18.66,16
3.33,16
22,16
5.4,16
14.3,16
12.59,16
1,16
27.766666,16
1,16
1,16
22.341065,16
14.8,16
7,16
21,16
8,16
6,16
19,16
17,16
13,16
11,16
9,16
14.26,16
12.305,16
7.798,16
33.703,16
27.58,16
10,16
50,16
54,16
43.72,16
16.1,16
18.71,16
20.81,16
15,16
21.566,16
16,16
22.5580827,16
13,16
22.93,16
37,16
27.5,16
14,16
21,16
32,16
33.33333,16
14,16
21,16
32,16
27.5,16
39.9,16
33.33333,16
21,16
20,16
25,16
24.372,16
27.5,16
3.01,16
5.002,16
26.6,16
1,16
3.07891,16
33.33,16
13.141516,16
8.66658,16
12.2,16
37.7,16
47,16
4,16
5,16
25.0866,16
44.4444,16
16.10802,16
33.3333,16
34.55,16
9.8,16
1.1,16
1,16
7,16
10,16
14.74,16
43.52,16
33.33333,16
4.1,16
4.2,16
4.3,16
4.4,16
4.5,16
4.6,16
4.7,16
4.8,16
4.9,16
5,16
5.1,16
5.2,16
5.3,16
5.4,16
5.5,16
47.85,16
8,16
88,16
16,16
16.3478,16
16.6956,16
17.0434,16
17.3912,16
17.739,16
18.0868,16
18.4346,16
18.7824,16
19.1302,16
19.478,16
19.8258,16
20.1736,16
20.5214,16
20.8692,16
21.217,16
21.5648,16
21.9126,16
22.2604,16
22.6082,16
22.956,16
23.338,16
5.8,16
28.88,16
37.21,16
29.37,16
25.25,16
26,16
24.75,16
23,16
58.66,16
3.33,16
2.5,16
7.66,16
1.5,16
6.76,16
37.83,16
43.33,16
28.88,16
33.333,16
25,16
22,16
33.33,16
45,16
1,16
22.44,16
33.66666,16
8.571168,16
1,16
1.368278,16
5.941472,16
33.66,16
13.66,16
1,16
1.8,16
22,16
6.58,16
20,16
70,16
38,16
30,16
45.9,16
33.333,16
33,16
40,16
23.3,16
12.501,16
9.839,16
47.655248,16
1.75,16
14.8133,16
3,16
33,16
13,16
29.89,16
22,16
18,16
2,16
16.457,16
14.9,16
14.814814,16
25.75,16
20.1,16
33.67,16
22,16
22.222,16
14,16
25.6026,16
23.023,16
1,16
3.333,16
31.67,16
33.4,16
100,16
33.666,16
21.3334,16
42.6984,16
3.14,16
8.88,16
13.69,16
5.15,16
1,16
37.86866667,16
33.33333,16
33,16
11.507,16
12.705,16
17.74,16
10.704,16
11.391,16
8.333,16
8.665,16
39.653,16
32.5,16
15,16
100,16
23.5,16
17.26,16
54,16
33.3333,16
22.22222,16
27.27272727,16
31.416,16
15.9315,16
35.8,16
23.075,16
7.4,16
27.21,16
1,16
33,16
22.45,16
22.22222,16
1.1561,16
14.96,16
25.01,16
100,16
35,16
22.22222,16
1,16
9.728395062,16
1,16
20.12,16
28.055557,16
22.4444447,16
18.7037,16
13.4938,16
16.8333,16
14.8148,16
1,16
9.975,16
2.345,16
14.9789,16
26,16
15.037037,16
27.775,16
21.85,16
13.13,16
35.554376,16
13,16
8.3916,16
24.5,16
13.2,16
22.2,16
18.52,16
33.33,16
14.81481481,16
1,16
18.78,16
10.3,16
1,16
5,16
2,16
9.82652,16
1.6,16
27.1,16
33.33333,16
33.7,16
1,16
11.5,16
3.8,16
1.1,16
11.35,16
2.958676351,16
33.33,16
9.87,16
21.87699982,16
8.4,16
37.4,16
1,16
8.7,16
25,16
9.9,16
31.315789,16
90.5,16
67,16
14.8,16
1.73415,16
10.9,16
14.9,16
53.333,16
64,16
66.66666,16
50,16
16.66666,16
46.66666,16
14.96,16
33.33,16
21.32,16
33.55,16
33.37,16
13.9,16
24.6,16
47.19,16
21.34,16
50.11,16
44,16
65.6,16
75.5,16
24,16
33.13,16
15.9,16
11.9,16
37.33,16
34,16
47,16
22.22,16
9.685,16
13.37,16
22.23,16
19.17,16
14.5,16
16.52,16
17.45,16
22.22222,16
15,16
38,16
34.36,16
33.666,16
33.499,16
23.456,16
19.32,16
33.333,16
9.91,16
33.32,16
9.63,16
40,16
47,16
19.2015,16
33.33333,16
2.718281,16
3.141592,16
1,16
1.001214654,16
15.5707963,16
1.3591409,16
1,16
10.2469,16
22,16
37,16
86.1,16
19.63,16
20.888888,16
23.222222,16
21.44444,16
22.33333,16
25.6666,16
33.33,16
31,16
34,16
26.34,16
14.163,16
68,16
12.53,16
22.42,16
1,16
10.44,16
12.21,16
11.962,16
12.562,16
27.77777,16
33.33,16
26.66,16
22,16
17.2,16
13.2,16
33.33333,16
33.666666,16
1,16
33.66666,16
69.69,16
69.71,16
69.7,16
69.73,16
69.75,16
69.74,16
69.72,16
7.5438,16
17.62413578,16
28.4,16
35.67,16
34.63,16
33.7,16
33.06,16
37.4525,16
28,16
1.734,16
18.51,16
16.66,16
85.8,16
29.74,16
33.66,16
33.65666666,16
43.15,16
33.33333,16
33.3,16
22.23,16
35.8,16
32.23,16
1.923,16
33.333,16
63.57,16
16.66666,16
54.9,16
28.534,16
12.2,16
15.8,16
40.5,16
66.7,16
35.6,16
25.25,16
31.83333,16
21.48148148,16
23.3946178,16
1,16
1,16
29.293,16
3.3,16
25.5,16
32.68,16
24.533333,16
36.36,16
50,16
36.66,16
24.44,16
16.66,16
66.66,16
33.33,16
33.3367,16
33.67,16
46.17176,16
28.9666,16
28.7,16
99.999,16
46,16
33.33,16
34,16
50.1,16
1,16
33.3333,16
16.25,16
29.62,16
15,16
33.3,16
7.26,16
10,16
27.89,16
40.0977,16
31.25,16
23.2,16
57,16
16.8531,16
2.5233,16
22.9701,16
25.4169,16
28.706139,16
10.7362,16
61.8,16
25.99,16
11.9595,16
33.333,16
7.465,16
22.2222,16
21.7467,16
28.434133,16
65.2,16
33.3,16
22,16
38.5,16
33.33,16
44.4,16
24.33,16
8.33333,16
31.44,16
64,16
55.9723,16
24.1935,16
33.15,16
13,16
12.41666667,16
26.82,16
100,16
34.1,16
39.1,16
32.66,16
36.1,16
49.5,16
33.1,16
22.22,16
24.85,16
42.1,16
40.1,16
38.1,16
34,16
23.53,16
33.3,16
35.49,16
12.3316,16
18.3,16
12.03,16
13.2,16
33.333,16
6.5,16
72.92592593,16
22.25,16
49,16
27.7776,16
25.25,16
23.1,16
27.27,16
69,16
20.91,16
33.666666,16
6.33,16
65.24,16
47.84,16
44.33,16
32.81,16
55.55,16
58.4,16
19.23,16
18.7,16
19.6,16
19.1,16
18.2,16
17.8,16
20,16
20.4,16
21.8,16
31.3,16
20.9,16
22.2,16
21.88,16
54.1,16
52,16
1,16
7.25,16
13.3,16
45,16
43,16
50,16
1,16
10,16
30.2,16
9.1,16
30.74,16
9.512,16
21.11,16
26.6403,16
18.37,16
26.09649,16
33.33,16
27.777776,16
19.9,16
33.33333,16
13,16
30,16
38.5743,16
24.09,16
27.77,16
25.85,16
14.84,16
17.3,16
10.81,16
8.2,16
4,16
18.41,16
48,16
7.0311,16
85.432,16
1.13,16
50,16
46.71,16
26,16
33.333,16
43.3,16
1.001,16
1,16
33.333332,16
31.5339,16
38.24,16
15.4,16
13.26,16
13.1829,16
27.5,16
37.6509,16
32.7573,16
19.2999,16
38.8743,16
14.81481,16
27.35,16
14.8,16
44,16
10,16
33.33333,16
50,16
18.354,16
33,16
27.3,16
5.3268,16
33.99,16
3.15712,16
32.99,16
7.17,16
1.3136198,16
15.3214,16
26.69,16
49.86,16
17.6782,16
23.7145,16
12.8563,16
20.722,16
22.22222,16
1.00001,16
33.332446,16
10.4,16
30.8123,16
18.05813,16
5.89632,16
56,16
21,16
14.81,16
21.5,16
6.42,16
5.5,16
4,16
33.33,16
26.66666,16
33.66666,16
33.33333,16
33.33,16
22.219,16
14.814,16
9.876,16
6.584,16
18.7,16
25.16,16
44,16
50.15,16
61.8,16
33.4,16
19.6,16
33.3,16
89.2,16
32.66,16
18.41,16
40,16
26.64,16
17,16
33.666666,16
33.01,16
23.35,16
15.113,16
35,16
30,16
32,16
29,16
22.2,16
22.754,16
3.906582988,16
20.8,16
13.33,16
33.333,16
89,16
41.157,16
15.86,16
33.3333,16
20,16
13.8,16
28,16
33,16
74.5,16
36.66666667,16
33.66,16
8.8,16
33.85,16
25.5,16
46.3,16
14.4063,16
1.2,16
98,16
1,16
35.1,16
22.22,16
1.06,16
51.55,16
9.8765432,16
1.87,16
53.1,16
16.666667,16
69.6,16
22.33,16
32.75133,16
4.6,16
12.9,16
33.3558933,16
21,16
69.73,16
32.73,16
37.1,16
23.486941,16
6.7,16
77.777,16
4.5,16
28,16
42.17,16
12,16
50,16
8,16
1.462,16
55.55,16
36,16
24,16
22.25,16
17,16
22.4,16
32.7063,16
33.3,16
32.6,16
18.5,16
33.33,16
34.1666,16
21.46,16
36.007,16
34,16
29.3,16
58,16
33.33,16
33.3,16
33.33,16
9.01,16
21.666,16
9,16
49.32,16
22.22,16
46.56,16
7.77,16
22.22,16
33.3041073,16
51.1,16
9.77,16
14.66,16
31.3,16
15.54,16
33.3,16
6,16
33.6,16
46.6,16
48.3,16
41.216,16
50,16
22.2,16
33.81,16
41.11,16
22.2,16
64,16
33.66,16
22.44,16
5,16
42.11,16
18.452,16
24,16
33.3,16
43.34,16
98,16
27.77,16
44,16
50,16
9.44,16
36.66,16
24.666666,16
47.2,16
7,16
26.964,16
5.1123,16
29.19,16
50.36,16
50,16
30,16
58.9,16
45.027,16
22.73,16
23.14814,16
51.25,16
33.54533013,16
15,16
55,16
22.22,16
24.98507463,16
13.7,16
9.8666666,16
51.6,16
24.99,16
73.28,16
2.666,16
18,16
65,16
33.33,16
52.1,16
33.6666,16
28.05555555,16
27.7,16
13.371,16
22.4444444,16
33.333,16
22.2,16
9.99,16
14.8,16
1,16
12.5387,16
16.6,16
11.1,16
9.8,16
6,16
22,16
100,16
14.8148,16
22.33,16
22.54,16
26.5,16
27,16
100,16
100,16
20.82,16
18.51,16
27.77,16
12.433,16
8.2296,16
22.22,16
6.584,16
33.33,16
7.407407,16
68.1015,16
20.4715,16
38.8515,16
31.9715,16
20.4715,16
21.1715,16
77,16
33.333,16
9.5832,16
34.65,16
22.2,16
33.66666,16
7.81,16
13.752,16
5.25,16
35.962,16
47,16
32.5,16
10,16
27.5,16
10.92,16
26.45,16
1,16
33.8,16
29.62962963,16
21.43,16
10,16
34.62,16
18.01,16
8.25,16
18.11,16
18.21,16
18.31,16
1,16
13.13131313,16
22,16
17.26,16
8,16
17,16
18,16
22,16
9,16
33.33333,16
33.33333,16
33.67,16
30,16
22.44444,16
27.27,16
3.5,16
28.27,16
16,16
11.35,16
17.33,16
8.6489,16
1.05555,16
25.77713742,16
1,16
6,16
1,16
14.12,16
14.814814,16
19.435,16
100,16
50,16
22.22,16
24.99,16
11.21,16
32.222,16
37.03703707,16
17.7,16
33.666,16
14.814814,16
28,16
38.2,16
43.24,16
74.53,16
1,16
33.3,16
33.34,16
22.2222,16
18.8,16
33.33,16
64.64,16
10,16
47.5,16
47.14045208,16
33.573,16
22.22222,16
24.9,16
25,16
25.1,16
2.93,16
4.39,16
6.58,16
9.88,16
14.81,16
16.67,16
22.22,16
22.44444,16
56.8,16
19,16
1,16
4,16
22.22,16
21.1,16
5.3,16
17.3,16
16.75,16
1.3,16
1.49,16
39.39,16
3.1416,16
5.9,16
7.34,16
11,16
33.33333,16
29,16
33,16
6.2,16
36.5,16
24,16
29,16
31.3333333,16
2.22,16
3.124993,16
36.3,16
3.1123,16
28.66666,16
22.5,16
23.86566666,16
33.659333,16
14.6,16
23.3,16
6.2,16
4.666666,16
7,16
11.3333,16
15.5,16
23.66,16
48,16
22.1,16
14.02,16
32.2,16
21.09,16
23.11,16
24.12,16
29.17,16
20.08,16
19.07,16
25.13,16
15.03,16
16.04,16
30.18,16
28.16,16
13.01,16
18.02,16
31.19,16
17.05,16
26.14,16
27.15,16
11.94,16
10.99,16
24.674,16
37.853,16
7.3,16
36.66,16
33.33333,16
52.25,16
33.33,16
33.33,16
26.16,16
23.53,16
34.4,16
12.324,16
52.66,16
22.22,16
36,16
60,16
36.66,16
28.7,16
3.3,16
26.9,16
21,16
20.877192,16
1.22,16
1.66,16
33.33,16
21.2,16
36.66,16
35,16
22.26,16
38.38,16
33.33,16
25.52,16
4.64,16
53.451,16
33.3,16
21.21,16
21.26,16
21.31,16
21.36,16
21.41,16
21.46,16
21.51,16
21.56,16
21.61,16
13.8,16
20,16
80,16
1.871121318,16
3.5,16
50.5,16
25.17,16
11.57,16
14.8148,16
6.5847,16
49.8,16
35.634,16
33.3333,16
8.5,16
22.4444,16
1.1516,16
11,16
25.952952,16
36.6,16
21,16
33.33333,16
47,16
34,16
48,16
33.3,16
80.35,16
11.4444444,16
33.3222222,16
1.55555,16
27.75,16
22.55,16
7.9,16
22.222,16
85.9,16
66.78,16
21.13,16
24.86,16
33.33333,16
33.55,16
33.12,16
33.27,16
32.74,16
32.42,16
34.05,16
34.14,16
33.67,16
1,16
2.001,16
7.01,16
8.99,16
21.72,16
31.106,16
31.03,16
33.3333,16
32.22,16
1,16
77,16
65.74,16
28,16
44.72,16
14.7,16
7.27,16
13.33,16
38.33,16
5.55,16
42.66,16
4.234,16
44.433,16
28,16
15.76735218,16
23.243,16
21.3,16
18,16
78.5,16
19.4032,16
11,16
12.95,16
7.1111,16
22.7878,16
17,16
22.44444,16
33.7271,16
12.12,16
10.1,16
19.4729,16
20.09,16
26.14813333,16
11.47,16
33.4,16
35.56,16
23.32,16
1.52,16
33.228,16
25.25,16
49.73,16
57.2,16
42,16
1,16
14.81,16
1.02,16
31.419,16
11.1,16
33,16
33.33,16
8.5,16
33.42056,16
27.87444,16
23.23,16
27,16
16.156,16
22.44444444,16
21.4,16
1.52,16
7,16
5.5,16
31.65,16
30.05,16
21.7,16
61.2,16
41.7,16
9.877,16
14.815,16
22.22,16
33.33,16
23.369,16
33.3,16
23.33,16
9.99,16
35.76,16
25.76,16
33.6,16
1.3136208,16
46,16
30.2,16
33.69,16
24.65,16
51.25,16
2.13,16
23,16
25.07,16
13.13,16
47,16
14.5,16
15.6927,16
15,16
30.94,16
80,16
26.66,16
34,16
20.2,16
1.97,16
22.2222,16
35,16
27.3,16
37.83,16
6,16
36.5,16
36,16
37,16
35.5,16
39,16
38.5,16
38,16
37.5,16
33.66,16
33.3,16
53.3,16
26.6,16
46.6,16
13.3,16
41,16
60,16
66.66,16
33.33333,16
7.72,16
33.33333,16
22.22222,16
14.962,16
22,16
22.2,16
36.3,16
16.6666666,16
4.9648,16
22.333,16
23,16
25,16
33,16
20,16
22,16
21.296,16
9,16
13.2,16
16.7,16
87,16
17.28,16
30.75,16
100,16
49,16
15,16
63.2534,16
44.4444,16
22.2222,16
21.2345,16
34.5678,16
24.666,16
22.222222,16
33.333333,16
7,16
50,16
3,16
22.2222,16
44.44,16
19.77,16
13.91,16
33.33,16
23.8,16
33,16
33.333,16
33.3,16
28.05,16
25.5,16
33.666,16
33.9807,16
98,16
56,16
23.2345,16
22.25,16
33.4,16
4.13,16
45,16
33.33,16
47,16
77.5,16
1,16
33.66666667,16
18.518333,16
33.3333,16
12.866,16
11.666,16
12.125,16
12.388,16
33.33,16
32.13,16
31.5,16
33,16
14.3,16
33.66666667,16
57.35,16
55,16
6,16
21,16
11.2,16
13.5,16
13,16
27.04,16
27.6,16
30.1,16
18.27,16
24.13,16
1,16
1,16
1.5,16
16,16
19.46,16
4,16
85,16
3.43,16
16.8,16
12.11,16
33.3333,16
44.44444444,16
1.476,16
15.13,16
16,16
12.34567901,16
9.87,16
1,16
13.3,16
28.6,16
33.3,16
11.61,16
100,16
17.41392356,16
22.4444,16
17.236,16
14.9629,16
28,16
28.66,16
37.6,16
6.01,16
23.6,16
14.9,16
28.66,16
22.301,16
16.235,16
22.3,16
18.3,16
38.6,16
22.22,16
1.654987123,16
22.55556,16
2.46,16
1,16
18.3141,16
7.2508,16
29.6888,16
38.01,16
30.041593,16
31.27,16
2.9263,16
1.9263,16
6,16
25.666,16
22.22,16
21.8,16
14.6,16
1.0123,16
7.3,16
1,16
100,16
33.333333,16
3.45,16
9.8696,16
22.8,16
3.62,16
5.01,16
3.74,16
22.23397,16
33.66667,16
19,16
1,16
33,16
33.33,16
66.66666667,16
7.7777,16
11.66666667,16
33.333,16
23.75643231,16
32.18,16
27.7321,16
1,16
22.6,16
23.315,16
13.9989,16
27.38,16
33.67803115,16
4.55,16
17.526,16
33.3,16
63.6,16
20.77,16
30.66666667,16
8,16
8.37848199,16
14.788979,16
12.35,16
16,16
24.44,16
1.66666,16
42,16
47,16
34.29,16
22.2,16
22.444444,16
28.055554,16
22,16
15.75,16
22.2,16
33.6666,16
33,16
35,16
34,16
32,16
18,16
16,16
1,16
23.33333,16
25.02,16
3.99999999,16
21.35,16
1.99,16
1.98,16
3.8,16
6.66,16
35,16
25,16
25,16
22.45674,16
15.25,16
67.33,16
9.62963,16
10.37037,16
9.9,16
33.24736,16
37.9,16
43.487,16
33.6666,16
1,16
19.99,16
5.151,16
4.287,16
4.299,16
9.142,16
7.119,16
6.128,16
33.663366,16
45,16
43,16
33.66,16
36.66,16
22.452,16
33.68421,16
97,16
37,16
36.5,16
35.5,16
36,16
22.2,16
32.6,16
33.3,16
34.2,16
27.7,16
1,16
22.22,16
11.65,16
22.22,16
12.49925,16
52.26,16
29.192,16
8.1905112,16
1.95509216,16
37.65,16
39.99,16
2,16
15.2637186,16
50,16
38,16
1.1775,16
2.9504,16
27.66,16
29.39,16
13,16
31.28,16
30.5,16
33.3333,16
80.7,16
70.3,16
17.25,16
43.33333932,16
22.8,16
41,16
42,16
33.666,16
13.1,16
11.54,16
13.33,16
38,16
11.69,16
9.36,16
13.503,16
8.27,16
11.12,16
3.807,16
54.2,16
28.67,16
17.7,16
24.444,16
1.5,16
54.3,16
24,16
22.22222222,16
18.5,16
20.738,16
1,16
38.427,16
19.23,16
1,16
16.08,16
22.222,16
13.155,16
18.14,16
30.3,16
23.315,16
32,16
27.5,16
22,16
1.772453851,16
1.772453851,16
22.34,16
18.87,16
12.24,16
12.7,16
1.772453851,16
1.772453851,16
1,16
29.32914,16
1,16
2.01,16
2.71828,16
33.75,16
22.17,16
18.33221,16
5.07,16
1,16
3.87,16
16.82213,16
1.09,16
16.5,16
7.4,16
22.222222,16
10.1515,16
23.2,16
22.8,16
33,16
17.54,16
5.25,16
14.55,16
7.4,16
5.787619,16
27.7321,16
33.34,16
14.66666666,16
3.4,16
2.691,16
1.375,16
2.237,16
4.17,16
1,16
1.169,16
1.845,16
1.58,16
26.7899999,16
25.998022,16
7.553,16
10.499,16
33.66666667,16
22.2222,16
17.17,16
16.16,16
15,16
73,16
33.33333333,16
22.22,16
1,16
17,16
87.4,16
11.1247622,16
15.9355442,16
22.4049357,16
5.24,16
1,16
3,16
17.8148,16
29.8,16
37,16
10,16
3,16
7.2508,16
12.3,16
17,16
68.14,16
15,16
1.42,16
1.81,16
1.63,16
1.35,16
6.35,16
12.0219,16
33.3333333,16
35.66,16
43.9,16
21.1232,16
34.0257,16
33.6666,16
69.67,16
17.5686,16
21.5672,16
18.7512,16
15.0222,16
22.1902,16
9.81372,16
37.30981,16
29.33333,16
33.76071,16
33.3,16
42.3,16
42.3,16
24.425,16
33.33,16
19,16
14.8146,16
22.2222,16
6.8,16
20,16
8.94,16
37.36,16
15.51,16
51.15,16
33.33,16
19.01,16
20.01,16
20,16
32,16
23.25,16
20.2,16
18.51,16
32.0512,16
33.33,16
54.76,16
5.02222222,16
1,16
2.84444444,16
3.93333333,16
6.11111111,16
22.2,16
27.2,16
28.5,16
28.7,16
30.43,16
31.13,16
32.23,16
29.18,16
17.87,16
27.9419,16
33.53,16
22.35,16
17,16
22,16
19,16
42,16
14,16
5,16
50.9899,16
7,16
3,16
33.5,16
17,16
18,16
43,16
1.2269,16
12.34,16
13.3,16
14.58,16
14.66,16
14.73,16
15.53,16
29.93,16
31.28,16
49.35,16
33.6,16
22.45,16
19.06,16
32.74,16
43.47,16
74.32,16
1,16
1.7,16
33.33333333,16
55.375,16
77,16
33.66666666,16
22.44444444,16
35.404,16
8.44,16
24,16
32.8,16
39.7,16
44.6,16
11,16
53.33333333,16
2.22222,16
1.1,16
4.5,16
35,16
67,16
5.3,16
47.3,16
80.2,16
32.4,16
24,16
1.382,16
1.618,16
1,16
25,16
100,16
5.03,16
5.55555,16
7.18,16
19.19,16
5.28365,16
1.45,16
10.46,16
13,16
4.37894,16
13.13131,16
5.55555,16
9.05733,16
8.88888,16
6.66666,16
4.66,16
18.52,16
11.44,16
22.22,16
10.1725,16
1.01,16
19.473,16
18.665,16
23.2333,16
29.29,16
69,16
16.067,16
3,16
6,16
54,16
5.1515,16
6.1515,16
19.247573,16
7.1515,16
3.351897,16
8.1515,16
9.1515,16
20.82,16
23.33,16
17.07,16
33.33333,16
33.3333,16
35,16
33.3888,16
22.5,16
23.333,16
41.39,16
43.33,16
3,16
66.66,16
2.17,16
23.2,16
1.2346,16
68.75,16
91.6,16
8.53,16
4.03,16
18,16
22.22232222,16
14.2,16
1.019,16
71.75,16
21.4,16
19.5,16
1.73415,16
17.621,16
25.5,16
21.21,16
24.1,16
29.46,16
23.96,16
22.33,16
17.9,16
1,16
48.9,16
33.33,16
15.127639,16
48.32,16
1.2,16
22.222222,16
23.594,16
34.1,16
29.62,16
2.65,16
29.9,16
28.62,16
36.9,16
33.3,16
33.33333,16
20,16
27,16
33.66,16
2.45,16
22.44444,16
24.42,16
33.6,16
33.33,16
1,16
40.5,16
1.034,16
47.68,16
25.7,16
75,16
12,16
37.7,16
6.5898,16
6.33,16
18.333,16
1.01,16
33.33333,16
2.77,16
50,16
21,16
5,16
34.93,16
38.315,16
32.875,16
35.621,16
33.333,16
1,16
1.371,16
1.749,16
2.394,16
3.375,16
14.431,16
4.298,16
7.17,16
33,16
3.66,16
3.5,16
3.7,16
36.4275,16
29.0871,16
5.33,16
24.2,16
74.9599,16
44.4,16
22.444,16
4.19,16
4.42,16
1.068,16
19.65,16
22.3704,16
22.263636,16
32.5444,16
49,16
20,16
15,16
50.4,16
8.623896912,16
17.35,16
3.141593,16
58.386696,16
5.05,16
66.67,16
3.37,16
23.5,16
66.66,16
42.25,16
35.2041,16
44.1025,16
13.22,16
66.6,16
27.8637,16
29.05,16
75,16
6,16
36.6666667,16
15.34,16
48.16,16
22.2,16
50,16
33.3,16
60.33,16
64.6,16
21,16
23.3,16
6.6,16
66.6,16
20.3,16
43,16
27.8,16
30.666666,16
21,16
43,16
22.22222,16
14.27,16
1.871,16
3.19,16
1.012,16
2.88,16
3.51,16
3.34,16
3.66,16
3.89,16
1.007,16
48.3318,16
43.2845,16
54.322,16
19.58,16
22.44,16
33.33,16
31.11,16
28.11,16
25.11,16
7,16
19.7511,16
22.21652421,16
33.3,16
39.8,16
22.418,16
32.48,16
49.5,16
1.993,16
47.12,16
2.02,16
2.62,16
2.32,16
4.98,16
4.61,16
20,16
18.52,16
1.171,16
1.292,16
1.413,16
1.118,16
1.093,16
46.87,16
3.01,16
1.147,16
98,16
4.77,16
1.732,16
23.722,16
29,16
2.8,16
13.21,16
69.69,16
33.66,16
23.4,16
5.2,16
2.08,16
25,16
7.7,16
7,16
14.99,16
33.5,16
6.5843,16
3.14,16
18.35,16
9.999999999,16
21.212121,16
26.262626,16
31.42,16
7,16
18.2,16
26.6662,16
21.67,16
11,16
1.5,16
7.519585429,16
1,16
11.39,16
15.1,16
13.2,16
1,16
1,16
1.5,16
2.3,16
9.87,16
33.66666667,16
8,16
4,16
1.2666,16
4.93333,16
19,16
8.765432109,16
1.39865,16
2,16
1,16
13.32,16
21.67,16
1,16
7,16
6.96969,16
33.4,16
17,16
2.22,16
19,16
10.1726,16
33.66666,16
1,16
24,16
10.78,16
2,16
31,16
6.31,16
25,16
34,16
31.2,16
18.5,16
14,16
38,16
5,16
15.68,16
27.7,16
9.87,16
23,16
4.29375,16
14.81,16
27.35,16
1.5,16
5.263,16
7.1,16
15,16
98.91,16
39.33,16
25.22,16
21,16
55,16
4.98,16
7.48,16
11.22,16
22.223,16
33.372,16
33,16
33.33,16
30.35,16
5,16
22.22222,16
35,16
33.33,16
13.13,16
21.67,16
21.99,16
23.51,16
30.022,16
36.6,16
34.24009,16
32.7,16
19,16
98.35,16
33.25,16
19.5,16
39.35,16
8.73473036,16
33.66,16
17.75,16
30.877192,16
28.6,16
4,16
50.67002253,16
13.374468,16
5.6,16
37.49999,16
33.33,16
25.28,16
33,16
42.666666,16
43,16
9,16
55,16
33.666666,16
14,16
20.85,16
23.33,16
33.333,16
28.070175,16
,
,
0,17
1,17
2,17
3,17
4,17
5,17
6,17
7,17
8,17
9,17
10,17
11,17
12,17
13,17
14,17
15,17
16,17
17,17
18,17
19,17
20,17
21,17
22,17
23,17
24,17
25,17
26,17
27,17
28,17
29,17
0,17
1,17
2,17
3,17
4,17
5,17
6,17
7,17
8,17
9,17
10,17
11,17
12,17
13,17
14,17
15,17
16,17
17,17
18,17
19,17
20,17
21,17
22,17
23,17
24,17
25,17
26,17
27,17
28,17
29,17
0,17
1,17
2,17
3,17
4,17
5,17
6,17
7,17
8,17
9,17
10,17
11,17
12,17
13,17
14,17
15,17
16,17
17,17
18,17
19,17
20,17
21,17
22,17
23,17
24,17
25,17
26,17
27,17
28,17
29,17
0,17
1,17
2,17
3,17
4,17
5,17
6,17
7,17
8,17
9,17
10,17
11,17
12,17
13,17
14,17
15,17
16,17
17,17
18,17
19,17
20,17
21,17
22,17
23,17
24,17
25,17
26,17
27,17
28,17
29,17
0,17
1,17
2,17
3,17
4,17
5,17
6,17
7,17
8,17
9,17
10,17
11,17
12,17
13,17
14,17
15,17
16,17
17,17
18,17
19,17
20,17
21,17
22,17
23,17
24,17
25,17
26,17
27,17
28,17
29,17
0,17
1,17
2,17
3,17
4,17
5,17
6,17
7,17
8,17
9,17
10,17
11,17
12,17
13,17
14,17
15,17
16,17
17,17
18,17
19,17
20,17
21,17
22,17
23,17
24,17
25,17
26,17
27,17
28,17
29,17
0,17
1,17
2,17
3,17
4,17
5,17
6,17
7,17
8,17
9,17
10,17
11,17
12,17
13,17
14,17
15,17
16,17
17,17
18,17
19,17
20,17
21,17
22,17
23,17
24,17
25,17
26,17
27,17
28,17
29,17
0,17
1,17
2,17
3,17
4,17
5,17
6,17
7,17
8,17
9,17
10,17
11,17
12,17
13,17
14,17
15,17
16,17
17,17
18,17
19,17
20,17
21,17
22,17
23,17
24,17
25,17
26,17
27,17
28,17
29,17
0,17
1,17
2,17
3,17
4,17
5,17
6,17
7,17
8,17
9,17
10,17
11,17
12,17
13,17
14,17
15,17
16,17
17,17
18,17
19,17
20,17
21,17
22,17
23,17
24,17
25,17
26,17
27,17
28,17
29,17
0,17
1,17
2,17
3,17
4,17
5,17
6,17
7,17
8,17
9,17
10,17
11,17
12,17
13,17
14,17
15,17
16,17
17,17
18,17
19,17
20,17
21,17
22,17
23,17
24,17
25,17
26,17
27,17
28,17
29,17
0,17
1,17
2,17
3,17
4,17
5,17
6,17
7,17
8,17
9,17
10,17
11,17
12,17
13,17
14,17
15,17
16,17
17,17
18,17
19,17
20,17
21,17
22,17
23,17
24,17
25,17
26,17
27,17
28,17
29,17
0,17
1,17
2,17
3,17
4,17
5,17
6,17
7,17
8,17
9,17
10,17
11,17
12,17
13,17
14,17
15,17
16,17
17,17
18,17
19,17
20,17
21,17
22,17
23,17
24,17
26,17
27,17
28,17
29,17
0,17
1,17
2,17
3,17
4,17
5,17
6,17
7,17
8,17
9,17
10,17
11,17
12,17
13,17
14,17
15,17
16,17
17,17
18,17
19,17
20,17
21,17
22,17
23,17
24,17
26,17
27,17
28,17
29,17
0,17
1,17
2,17
3,17
4,17
5,17
6,17
7,17
8,17
9,17
10,17
11,17
12,17
